0,9954633.629,2018/01/24,14:54:00,0,0.1,0.02,0.812,
1,9954635.2353,2018/01/24,14:54:00,0,0.092,0.032,0.88,
2,9954636.7371,2018/01/24,14:54:00,0,0.092,0.032,0.88,
3,9954637.9921,2018/01/24,14:54:00,0,0.088,0.044,0.868,
4,9954639.2177,2018/01/24,14:54:00,0,0.084,0.048,0.876,
5,9954640.7292,2018/01/24,14:54:00,0,0.084,0.048,0.876,
6,9954641.9995,2018/01/24,14:54:00,0,0.084,0.036,0.856,
7,9954643.2264,2018/01/24,14:54:00,0,0.084,0.036,0.856,
8,9954644.4473,2018/01/24,14:54:00,0,0.088,0.048,0.884,
9,9954645.6658,2018/01/24,14:54:00,0,0.088,0.048,0.884,
10,9954646.8901,2018/01/24,14:54:00,0,0.08,0.04,0.852,
11,9954648.1089,2018/01/24,14:54:00,0,0.08,0.04,0.852,
12,9954649.3356,2018/01/24,14:54:00,0,0.088,0.024,0.868,
13,9954650.5604,2018/01/24,14:54:00,0,0.088,0.024,0.868,
14,9954651.8007,2018/01/24,14:54:00,0,0.076,0.052,0.9,
15,9954653.0214,2018/01/24,14:54:00,0,0.076,0.052,0.9,
16,9954654.243,2018/01/24,14:54:00,0,0.064,0.032,0.876,
17,9954655.4629,2018/01/24,14:54:00,0,0.064,0.032,0.876,
18,9954656.6856,2018/01/24,14:54:00,0,0.064,0.04,0.884,
19,9954657.9053,2018/01/24,14:54:00,0,0.064,0.04,0.884,
20,9954659.1271,2018/01/24,14:54:00,0,0.072,0.02,0.864,
21,9954660.3462,2018/01/24,14:54:00,0,0.092,0.048,0.892,
22,9954661.5919,2018/01/24,14:54:00,0,0.092,0.048,0.892,
23,9954662.8141,2018/01/24,14:54:00,0,0.084,0.032,0.88,
24,9954664.035,2018/01/24,14:54:00,0,0.084,0.032,0.88,
25,9954665.2567,2018/01/24,14:54:00,0,0.08,0.04,0.884,
26,9954666.4783,2018/01/24,14:54:00,0,0.08,0.04,0.884,
27,9954667.6983,2018/01/24,14:54:00,0,0.08,0.044,0.892,
28,9954668.9215,2018/01/24,14:54:00,0,0.08,0.044,0.892,
29,9954670.1419,2018/01/24,14:54:00,0,0.096,0.04,0.864,
30,9954671.3913,2018/01/24,14:54:00,0,0.096,0.04,0.864,
31,9954672.6168,2018/01/24,14:54:00,0,0.084,0.032,0.868,
32,9954673.8388,2018/01/24,14:54:00,0,0.084,0.032,0.868,
33,9954675.06,2018/01/24,14:54:00,0,0.072,0.036,0.888,
34,9954676.2826,2018/01/24,14:54:00,0,0.072,0.036,0.888,
35,9954677.5026,2018/01/24,14:54:00,0,0.068,0.032,0.928,
36,9954678.7226,2018/01/24,14:54:00,0,0.068,0.032,0.928,
37,9954679.9422,2018/01/24,14:54:00,0,0.072,0.032,0.868,
38,9954681.2217,2018/01/24,14:54:00,0,0.072,0.032,0.868,
39,9954682.4494,2018/01/24,14:54:00,0,0.06,0.036,0.868,
40,9954683.6743,2018/01/24,14:54:00,0,0.06,0.036,0.868,
41,9954684.8942,2018/01/24,14:54:00,0,0.072,0.036,0.876,
42,9954686.1137,2018/01/24,14:54:00,0,0.076,0.032,0.88,
43,9954687.3323,2018/01/24,14:54:00,0,0.076,0.032,0.88,
44,9954688.5512,2018/01/24,14:54:00,0,0.072,0.032,0.872,
45,9954689.7713,2018/01/24,14:54:00,0,0.072,0.032,0.872,
46,9954691.0517,2018/01/24,14:54:00,0,0.08,0.044,0.848,
47,9954692.2876,2018/01/24,14:54:00,0,0.08,0.044,0.848,
48,9954693.512,2018/01/24,14:54:00,0,0.072,0.028,0.876,
49,9954694.7321,2018/01/24,14:54:00,0,0.072,0.028,0.876,
